category,text
relevent,* Will be september by then!
relevent,Are you wet right now?
relevent,And how's your husband.
not_relevent,"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx"
relevent,Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!
relevent,Yeah. I got a list with only u and Joanna if I'm feeling really anti social
relevent,I am in your office na.
relevent,Are you comingdown later?
relevent,Super da:)good replacement for murali
relevent,Da is good good player.why he is unsold.
relevent,Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.
relevent,Its on in engalnd! But telly has decided it won't let me watch it and mia and elliot were kissing! Damn it!
not_relevent,"FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV"
relevent,I dont want to hear philosophy. Just say what happen
relevent,You got job in wipro:)you will get every thing in life in 2 or 3 years.
relevent,Then cant get da laptop? My matric card wif ü lei...
relevent,Dunno da next show aft 6 is 850. Toa payoh got 650.
not_relevent,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate"
relevent,I just made some payments so dont have that much. Sorry. Would you want it fedex or the other way.
relevent,They did't play one day last year know even though they have very good team.. Like india.
relevent,K.:)you are the only girl waiting in reception ah?
relevent,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
relevent,I hate when she does this. She turns what should be a fun shopping trip into an annoying day of how everything would look in her house.
relevent,"Sir, i am waiting for your call."
relevent,What's up. Do you want me to come online?
relevent,"It could work, we'll reach a consensus at the next meeting"
relevent,Aiyah then i wait lor. Then u entertain me. Hee...
relevent,"The last thing i ever wanted to do was hurt you. And i didn't think it would have. You'd laugh, be embarassed, delete the tag and keep going. But as far as i knew, it wasn't even up. The fact that you even felt like i would do it to hurt you shows you really don't know me at all. It was messy wednesday, but it wasn't bad. The problem i have with it is you HAVE the time to clean it, but you choose not to. You skype, you take pictures, you sleep, you want to go out. I don't mind a few things here and there, but when you don't make the bed, when you throw laundry on top of it, when i can't have a friend in the house because i'm embarassed that there's underwear and bras strewn on the bed, pillows on the floor, that's something else. You used to be good about at least making the bed."
relevent,I'll let you know when it kicks in
relevent,You call him now ok i said call him
relevent,Call to the number which is available in appointment. And ask to connect the call to waheed fathima.
relevent,Or ü go buy wif him then i meet ü later can?
relevent,Mmmm ... Fuck ... Not fair ! You know my weaknesses ! *grins* *pushes you to your knee's* *exposes my belly and pulls your head to it* Don't forget ... I know yours too *wicked smile*
relevent,Today my system sh get ready.all is well and i am also in the deep well
relevent,Mom wants to know where you at
relevent,"Aight, I'll text you when I'm back"
relevent,Dont know supports ass and srt i thnk. I think ps3 can play through usb too
relevent,Oh ok i didnt know what you meant. Yep i am baby jontin
not_relevent,You have WON a guaranteed £1000 cash or a £2000 prize.To claim yr prize call our customer service representative on
not_relevent,Would you like to see my XXX pics they are so hot they were nearly banned in the uk!
not_relevent,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
relevent,Watching tv now. I got new job :)
relevent,This pen thing is beyond a joke. Wont a Biro do? Don't do a masters as can't do this ever again!
relevent,I AM AT A PARTY WITH ALEX NICHOLS
not_relevent,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594
relevent,Just seeing your missed call my dear brother. Do have a gr8 day.
relevent,Ok.. Ü finishing soon?
relevent,"Sorry, I can't help you on this."
relevent,"Come to me, slave. Your doing it again ... Going into your shell and unconsciously avoiding me ... You are making me unhappy :-("
relevent,I love your ass! Do you enjoy doggy style? :)
relevent,I think asking for a gym is the excuse for lazy people. I jog.
not_relevent,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs
not_relevent,Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or £5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm
relevent,No. On the way home. So if not for the long dry spell the season would have been over
relevent,I gotta collect da car at 6 lei.
relevent,Ok but knackered. Just came home and went to sleep! Not good at this full time work lark.
relevent,Probably earlier than that if the station's where I think it is
not_relevent,CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+
relevent,Good Morning plz call me sir
not_relevent,"FreeMsg Hey U, i just got 1 of these video/pic fones, reply WILD to this txt & ill send U my pics, hurry up Im so bored at work xxx (18 150p/rcvd STOP2stop)"
relevent,"Uh, heads up we don't have THAT much left"
relevent,I tot u outside cos darren say u come shopping. Of course we nice wat. We jus went sim lim look at mp3 player.
relevent,"Aight, sounds good. When do you want me to come down?"
relevent,Wat would u like 4 ur birthday?
relevent,I love working from home :)
relevent,And miss vday the parachute and double coins??? U must not know me very well...
relevent,"Sorry, I'll call later"
relevent,My sister got placed in birla soft da:-)
not_relevent,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
relevent,Wah... Okie okie... Muz make use of e unlimited... Haha...
relevent,"There're some people by mu, I'm at the table by lambda"
relevent,And stop being an old man. You get to build snowman snow angels and snowball fights.
relevent,ELLO BABE U OK?
relevent,Hello beautiful r u ok? I've kinda ad a row wiv and he walked out the pub?? I wanted a night wiv u Miss u
relevent,Then u going ikea str aft dat?
relevent,Becoz its  &lt;#&gt;  jan whn al the post ofice is in holiday so she cn go fr the post ofice...got it duffer
relevent,Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.
relevent,For real tho this sucks. I can't even cook my whole electricity is out. And I'm hungry.
relevent,You want to go?
not_relevent,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl
relevent,Its not that time of the month nor mid of the time?
relevent,Fffff. Can you text kadeem or are you too far gone
relevent,We not leaving yet. Ok lor then we go elsewhere n eat. U thk...
relevent,Is fujitsu s series lifebook good?
relevent,Yar i wanted 2 scold u yest but late already... I where got zhong se qing you? If u ask me b4 he ask me then i'll go out w u all lor. N u still can act so real.
relevent,Dont know you bring some food
relevent,No current and food here. I am alone also
relevent,I'll be in sch fr 4-6... I dun haf da book in sch... It's at home...
relevent,Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?
relevent,Ok
relevent,We don call like  &lt;#&gt;  times oh. No give us hypertension oh.
relevent,"Dont give a monkeys wot they think and i certainly don't mind. Any friend of mine&all that! Just don't sleep wiv , that wud be annoyin!"
relevent,Omg it could snow here tonite!
not_relevent,Call from 08702490080 - tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!
not_relevent,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.
relevent,Carry on not disturbing both of you
relevent,What pa tell me.. I went to bath:-)
relevent,Jus finished avatar nigro
relevent,R u over scratching it?
relevent,Hope you are having a great day.
relevent,Did either of you have any idea's? Do you know of anyplaces doing something?
relevent,"My planning usually stops at ""find hella weed, smoke hella weed"""
relevent,"The fact that you're cleaning shows you know why i'm upset. Your priority is constantly ""what i want to do,"" not ""what i need to do."""
relevent,Excellent! Are you ready to moan and scream in ecstasy?
not_relevent,More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. A£1.50 minAPN LS278BB
relevent,Dude avatar 3d was imp. At one point i thought there were actually flies in the room and almost tried hittng one as a reflex
not_relevent,"WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins"
relevent,K...k:)why cant you come here and search job:)
relevent,I got lousy sleep. I kept waking up every 2 hours to see if my cat wanted to come in. I worry about him when its cold :(
relevent,"Yeah, I'll leave in a couple minutes &amp; let you know when I get to mu"
relevent,Can ü call me at 10:10 to make sure dat i've woken up...
relevent,Hey we can go jazz power yoga hip hop kb and yogasana
relevent,The battery is for mr adewale my uncle. Aka Egbon
relevent,I cant pick the phone right now. Pls send a message
relevent,Wait 2 min..stand at bus stop
relevent,Oh ic. I thought you meant mary jane.
relevent,Haha... Really oh no... How? Then will they deduct your lesson tmr?
relevent,Nah im goin 2 the wrks with j wot bout u?
relevent,Then just eat a shit and wait for ur monkey face bitch.......... U asshole..................
relevent,Good night. Am going to sleep.
relevent,"Aight I'll grab something to eat too, text me when you're back at mu"
relevent,K...k:)why cant you come here and search job:)
relevent,Take something for pain. If it moves however to any side in the next 6hrs see a doctor.
relevent,"Lol ... Oh no babe, I wont be sliding into your place after midnight, but thanks for the invite"
relevent,Howz that persons story
not_relevent,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150p/min 18
relevent,LOL that would be awesome payback.
